Date,Name,locations,Founded,Employees,Skill,About,Link
2024-Feb-27,Voereir AB - MTS - 3 (Python Developer),,Founded in 2015 , 10 - 50 employees,"Python, Django, Flask, Cloud Computing","Voereir offers cloud infrastructure solutions. The company offers a tool suite to manage cloud infrastructure. Headquartered in Sweden with an office in India, the founders are from Ericsson.",https://www.instahyre.com/job-304584-mts-3-python-developer-at-voereir-ab-noida/
2024-Feb-27,Avigma Tech - Full Stack Developer (Python),Noida,Founded in 2009 , 10 - 50 employees,"Python, JavaScript, Flask","Avigma is a USA-based software development firm providing services including digital marketing, web and app development, blockchain, data visualization, and UI/UX, to assist businesses in building scalable models.",https://www.instahyre.com/job-304312-full-stack-developer-python-at-avigma-tech-noida/
2024-Feb-27,CITY Furniture - Database Developer,,Founded in 1971 , More than 1000 employees,"Python, ETL, Data Warehousing, Data Modelling, SQL","CITY Furniture is a Florida-based premier home furnishing and mattress company, involved in retailing various furniture and home accessories with 23 showrooms and an expansive e-commerce site.",https://www.instahyre.com/job-304384-database-developer-at-city-furniture-work-from-home/
2024-Feb-27,Cyware Labs - Senior Software Engineer,Work From Home,Founded in 2016 , 200 - 500 employees,"Python, C, Golang, Django, Flask",Cyware is an app to help cyber security professionals and general internet users stay informed about happenings in the cyber world with expertly curated stories and updates.,https://www.instahyre.com/job-304423-senior-software-engineer-at-cyware-labs-bangalore/
2024-Feb-27,DPDzero - Senior Software Engineer,,Founded in 2022 , 10 - 50 employees,"Python, Golang, Java, Ruby",DPDzero is an AI-based fintech startup that aims to revolutionize the financial credit system by automating the end-to-end operations of lenders and helping them make data-driven decisions.,https://www.instahyre.com/job-304418-senior-software-engineer-at-dpdzero-bangalore/
2024-Feb-27,ELGi Equipments - Software Principal Engineer,Bangalore,Founded in 1960 , More than 1000 employees,"Python, C++, C, Embedded C, Embedded Linux","ELGi is a global air compressor and garage equipment manufacturing company offering 400+ superior compressed air systems, serving industries from agriculture to construction, mining, and so on across 120 countries.",https://www.instahyre.com/job-304432-software-principal-engineer-at-elgi-equipments-coimbatore/
2024-Feb-27,EverestIMS Technologies - Fullstack Developer,,Founded in 2017 , 50 - 200 employees,"Python, Django, Angular, MongoDB, JavaScript","EverestIMS is an Indian software product company specializing in AIOps, infrastructure, IoT management tools, and telecom OSS solutions, helping enterprises adapt to evolving user needs and market demands.",https://www.instahyre.com/job-304431-fullstack-developer-at-everestims-technologies-2-bangalore/
2024-Feb-27,Flipkart - Business Analyst,Bangalore,Founded in 2007 , More than 1000 employees,"Python, Microsoft Excel, Power BI, QlikView, R, SAS, +3","India's leading e-commerce company. Founded in 2007 by IIT graduates, Flipkart is currently valued at over $15 billion and has raised over $3 billion in funding. Acquired fashion site Myntra in 2014.",https://www.instahyre.com/job-304366-business-analyst-at-flipkart-bangalore/
2024-Feb-27,Head Digital Works - Data Scientist,,Founded in 2005 , 200 - 500 employees,"Python, Data Mining, Machine Learning, Scikit-learn, SciPy",Head Infotech is a product development company that serves to the online gaming industry with its online gaming portals such as ace2three.com which is an online skill based casual card game platform.,https://www.instahyre.com/job-304361-data-scientist-at-head-digital-works-bangalore-hyderabad/
2024-Feb-27,Infilect - Senior AI Engineer,Coimbatore,Founded in 2015 , 10 - 50 employees,"Python, Computer Vision, Machine Learning, NLP, OpenCV, +3",Infilect Technologies uses artificial intelligence to parse large-scale visual content such as photos and videos to provide highly scalable automation and analytics solutions for retail and advertising industries.,https://www.instahyre.com/job-304421-senior-ai-engineer-at-infilect-bangalore/
2024-Feb-27,Jumbotail - Decision Analyst,,Founded in 2015 , 200 - 500 employees,"Python, Tableau, SQL, Power BI, Data Analysis","Jumbotail is an online platform for wholesale buyers/retailers to procure their groceries, fruits and vegetables form producers/manufacturers. Founders are Stanford MBAs. The company has raised $2 million in VC funding.",https://www.instahyre.com/job-304403-decision-analyst-at-jumbotail-bangalore/
2024-Feb-27,Kotak Mahindra Bank - Data Engineer,Bangalore,Founded in 1985 , More than 1000 employees,"Python, Spark, AWS, Big Data, Data Modelling","Kotak Mahindra is a financial services conglomerate that offers banking products and solutions for commercial banking, stock broking, mutual funds, life insurance, and investment banking.",https://www.instahyre.com/job-304409-data-engineer-at-kotak-mahindra-bank-bangalore/
2024-Feb-27,Navi Technologies - SSE,,Founded in 2019 , 50 - 200 employees,"Python, Data Structures, Java, Node.js, SQL","Navi Technologies is building a consumer-centric and technology-driven business to make financial services simple and accessible for everyone by offering a range of loans, insurance, and more.",https://www.instahyre.com/job-304319-sse-at-navi-technologies-bangalore/
2024-Feb-27,OpenEnvoy - SDE II / III,Bangalore,Founded in 2020 , 10 - 50 employees,"Python, Node.js, Django, Express.js, Flask","OpenEnvoy is a fintech startup solving fraud through account payable automation, the product offers automatic identification of invoice discrepancies, aging process automation, and supplier fraud elimination.",https://www.instahyre.com/job-304445-sde-ii-iii-at-openenvoy-bangalore-hyderabad/
2024-Feb-27,Persistent Systems - Data Engineer,,Founded in 1990 , More than 1000 employees,"Python, PySpark, AWS","Persistent Systems is an IT & Services company that has specialities in Outsourced Software Product Development, OPD, Software Product Engineering, etc. It is listed on BSE & NSE.",https://www.instahyre.com/job-304356-data-engineer-at-persistent-systems-pune/
2024-Feb-27,Porter - Principal Engineer,"Bangalore, Hyderabad",Founded in 2014 , 500 - 1000 employees,"Python, Java, Data Structures, Algorithms, Ruby","Porter, an online logistics marketplace, has raised US $5.5 Mn in series A funding from Sequoia, Kae and other investors. It aims to disrupt and organize the $6 Bn mini truck transportation market in India.",https://www.instahyre.com/job-304388-principal-engineer-at-porter-bangalore/
2024-Feb-27,Rapyuta Robotics - SDET,,Founded in 2014 , 50 - 200 employees,"Python, Automation Testing, Selenium, Java, API Testing",Rapyuta provides a cloud based robotics framework where robots have the ability to communicate with other robots and learn from each other. The framework allows robots to work collectively over a particular goal.,https://www.instahyre.com/job-304324-sdet-at-rapyuta-robotics-chennai/
2024-Feb-27,Rapyuta Robotics - System Admin,Bangalore,Founded in 2014 , 50 - 200 employees,"Python, Linux, Microsoft Office, Azure, PowerShell",Rapyuta provides a cloud based robotics framework where robots have the ability to communicate with other robots and learn from each other. The framework allows robots to work collectively over a particular goal.,https://www.instahyre.com/job-304327-system-admin-at-rapyuta-robotics-chennai/
2024-Feb-27,Syven Global Services - Mid - Senior Level Python / Django Developer,,Founded in 1998 , 50 - 200 employees,"Python, Django, Flask, AWS, CI - CD","Syven Global Services is a Financial Services company that offers advisory & asset management business solutions to investment banks, private equity firms, venture capitalists and hedge funds.",https://www.instahyre.com/job-304410-mid-senior-level-python-django-developer-at-syven-global-services-noida/
2024-Feb-27,Thriwe - DevOps Engineer,Bangalore,Founded in 2011 , 10 - 50 employees,"Python, DevOps","Thriwe caters to Customer acquisition, rewards & engagement Program curating programs, services & products for businesses to engage with their valued stakeholders. .",https://www.instahyre.com/job-304448-devops-engineer-at-thriwe-delhi/
2024-Feb-27,Uber - Sr. Data Scientist,,Founded in 2009 , More than 1000 employees,"Python, R, SQL","Uber offers an online-ride hailing and on-demand service platform. The platform enables users to book various services like taxi-hailing, food-delivery, freight solutions, and more.",https://www.instahyre.com/job-304350-sr-data-scientist-at-uber-bangalore/
2024-Feb-27,Adapt Ready - Quality Analyst,Bangalore,Founded in 2015 , 0 - 10 employees,"Python, Automation Testing, Manual Testing, +8","Adapt Ready is a technology company catering to financial institutions, corporates, and insurance verticals by offering a risk management platform to measure connected risks, powered by data analytics and ML.",https://www.instahyre.com/job-304210-quality-analyst-at-adapt-ready-bangalore/
2024-Feb-27,AST SpaceMobile - Python Automation Developer,,Founded in 2017 , 50 - 200 employees,"Python, ASIC, FPGAs, LTE, RF Design",AST SpaceMobile is a telecommunications company that specializes in leveraging technology to build the first and only space-based cellular broadband network to be accessible by standard smartphones.,https://www.instahyre.com/job-304300-python-automation-developer-at-ast-spacemobile-hyderabad/
2024-Feb-27,Carnera Technologies - Principal Engineer - Backend,Hyderabad,Founded in 2019 , 50 - 200 employees,"Python, Java, JavaScript, Angular, J2EE, Node.js, React.js","Carnera is an IT consulting company that helps global companies across diverse industry verticals grow faster by delivering strategic talent, and engineering solutions to set up product engineering teams.",https://www.instahyre.com/job-304172-principal-engineer-backend-at-carnera-technologies-bangalore-pune/
2024-Feb-27,CASHe - Python Developer,,Founded in 2016 , 200 - 500 employees,"Python, PostgreSQL","CASHe is a fin-tech company that uses AI and algorithm capabilities to provide a wide range of consumer lending products and services including personal loans, credit lines, payments, and transfer facilities.",https://www.instahyre.com/job-304229-python-developer-at-cashe-hyderabad/
2024-Feb-27,Decimal Technologies - Data Scientist,"Bangalore, Pune",Founded in 2009 , 200 - 500 employees,"Python, NLP, Machine Learning, GEN, Algorithms","Decimal Technologies is a Tech-Fin organization offering technology solutions that enable financial institutions rapidly expand their business, empowering it's employees to make better decisions for sales.",https://www.instahyre.com/job-304241-data-scientist-at-decimal-technologies-gurgaon/
2024-Feb-27,Decimal Technologies - Data Scientist,,Founded in 2009 , 200 - 500 employees,"Python, NLP, Machine Learning, GEN, Data Structures","Decimal Technologies is a Tech-Fin organization offering technology solutions that enable financial institutions rapidly expand their business, empowering it's employees to make better decisions for sales.",https://www.instahyre.com/job-304240-data-scientist-at-decimal-technologies-noida/
2024-Feb-27,Easebuzz - Full Stack Developer,Hyderabad,Founded in 2014 , 50 - 200 employees,"Python, React.js, Django, JavaScript, Flask",Easebuzz is a fintech firm that aims to help B2B organizations and growing startups in digitizing their payments through its smart APIs and range of financial solutions through its SaaS platform.,https://www.instahyre.com/job-304296-full-stack-developer-at-easebuzz-pune/
2024-Feb-27,Eli Lilly - Fullstack Developer,,Founded in 1876 , More than 1000 employees,"Python, React.js, AWS, Redux, MySQL","Lilly is a global healthcare company that develops and delivers trusted medicines and diagnostics in the areas of bone muscle joint, cancer, cardiovascular, diabetes etc while having its reach across 125 countries.",https://www.instahyre.com/job-304157-fullstack-developer-at-eli-lilly-bangalore/
2024-Feb-27,Evolve - Tech Lead,Gurgaon,Founded in 2011 , 10 - 50 employees,"Python, Django, Redis, PostgreSQL",Evolve Solutions started primarily as a consultancy company providing consultancy services in the field of VAS in the telecom industry. It now provides digital media related services.,https://www.instahyre.com/job-304287-tech-lead-at-evolve-delhi/
2024-Feb-27,Fleek - Data Engineer - Specialist,,Founded in 2021 , 0 - 10 employees,"Python, Linux, Spark, SQL, CI - CD","Fleek is a subscription management platform that enables users to control, manage, split, and pay for various subscription-based services like Netflix, Prime, etc. seamlessly in a tap.",https://www.instahyre.com/job-304236-data-engineer-specialist-at-fleek-chennai/
2024-Feb-27,Freshworks - Lead Software Engineer - Backend,Noida,Founded in 2010 , More than 1000 employees,"Python, Golang, Java, Node.js, Ruby, Ruby on Rails, Spring","Freshworks is a cloud-based business management applications provider company. The product portfolio includes customer support software, CRM software, IT service management software, call center software and more.",https://www.instahyre.com/job-304134-lead-software-engineer-backend-at-freshworks-bangalore-chennai-hyderabad/
2024-Feb-27,GeoIQ - Business Analyst,,Founded in 2018 , 10 - 50 employees,"Python, Microsoft Excel, R, SQL, NumPy, pandas","GeoIQ empowers business analysts to data scientists, to turn location data into business outcomes. Its platform and APIs offer insights on where things happen, why they happen and helps predict what will happen.",https://www.instahyre.com/job-304124-business-analyst-at-geoiq-bangalore/
2024-Feb-27,GIST - Data Engineering Lead,Pune,Founded in 2011 , 10 - 50 employees,"Python, Data Warehousing, ETL, NoSQL, Snowflake","GIST impact analysis solutions help investors and companies measure, value, and benchmark impacts of business externalities across all four capitals including natural, human, social and financial.",https://www.instahyre.com/job-304135-data-engineering-lead-at-gist-2-noida/
2024-Feb-27,Impetus - Snowflake Lead,,Founded in 1993 , More than 1000 employees,"Python, Snowflake, ETL, Data Warehousing, Terraform",Impetus is a software products and services firm that leverages big data and automation technologies to deliver solutions that empower real-time data-driven enterprises from Fortune 1000 lists.,https://www.instahyre.com/job-304239-snowflake-lead-at-impetus-noida/
2024-Feb-27,Kitchen Spurs - Backend Developer (PHP),Bangalore,Founded in 2021 , 0 - 10 employees,"Python, Node.js, PHP, Laravel",Kitchen Spurs is empowering restaurants in the online food delivery business through its data-driven actionable insights and strategic marketing solutions to drive growth and improve margins.,https://www.instahyre.com/job-304242-backend-developer-php-at-kitchen-spurs-mumbai/
2024-Feb-27,Portkey - Technical Support Engineer,,Founded in 2023 , 0 - 10 employees,"Python, Kubernetes, Networking, AWS, IT Support",Portkey is a technology company building a full-stack LLM Ops platform that empowers AI builders to create production-ready Generative AI apps reliably and securely while also ensuring compliance.,https://www.instahyre.com/job-304183-technical-support-engineer-at-portkey-bangalore/
2024-Feb-27,Probo - Site Reliability Engineer,Delhi,Founded in 2019 , 50 - 200 employees,"Python, CI - CD, Docker, Kubernetes, Linux","Probo is a future event-based opinion trading platform that allows users to select a fact-based event, predict simple yes or no based outcomes, and earn on every correct guess. Founded by IIM alumni.",https://www.instahyre.com/job-304181-site-reliability-engineer-at-probo-delhi/
2024-Feb-27,"Salesforce - Senior Manager, Software Engineering",,Founded in 1999 , More than 1000 employees,"Python, .NET, C++, Java, JavaScript, Quality Assurance, C#",Salesforce is an enterprise cloud computing company that provides business software on a subscription basis. Best known for its on-demand CRM solutions but offers various other products as well.,https://www.instahyre.com/job-304224-senior-manager-software-engineering-at-salesforce-hyderabad/
2024-Feb-27,Siemens - Python Developer,Chennai,Founded in 1900 , More than 1000 employees,"Python, AWS, API Testing, Docker, SQL","Siemens is a global, Electrical/Electronic Manufacturing company that has specialities in Electrification, Automation, Digitalization, Innovation, Engineering, Manufacturing, etc.",https://www.instahyre.com/job-304259-python-developer-at-siemens-2-bangalore/
2024-Feb-27,Vegapay - DevOps Engineer,,Founded in 2022 , 10 - 50 employees,"Python, DevOps, Java, Cloud Computing, Linux",Vegapay is a fintech B2B digital lending and credit card management platform featuring a diverse range of modules and enables a no-code configuration to establish credit programs for both banks and NBFIs.,https://www.instahyre.com/job-304257-devops-engineer-at-vegapay-bangalore/
2024-Feb-27,AAA 2 Innovate - Data Architect,Bangalore,Founded in 2020 , 10 - 50 employees,"Python, ETL","AAA 2 Innovate is a startup that provides innovative solutions in various fields like IT, logistics, manufacturing, retail, housing, and trading, etc while providing customized solutions to the customer.",https://www.instahyre.com/job-303993-data-architect-at-aaa-2-innovate-bangalore/
2024-Feb-27,Alteryx - SDET,,Founded in 1997 , More than 1000 employees,"Python, API Testing, SDET, Automation Testing, Java","Alteryx is an analytic process automation platform that unifies analytics, data science, and business process automation to deliver high-impact business outcomes and rapid upskilling of the modern workforce.",https://www.instahyre.com/job-304085-sdet-at-alteryx-chennai/
2024-Feb-27,Alteryx - System Admin,Chennai,Founded in 1997 , More than 1000 employees,"Python, System Administration, Microsoft Dynamics, +2","Alteryx is an analytic process automation platform that unifies analytics, data science, and business process automation to deliver high-impact business outcomes and rapid upskilling of the modern workforce.",https://www.instahyre.com/job-304088-system-admin-at-alteryx-chennai/
2024-Feb-27,ANZ Bank - Data Engineering,,Founded in 1900 , More than 1000 employees,"Python, Airflow, DevOps, ETL, SQL","ANZ Bank was formed in 1835 in London. They provide services of Corporate Banking, Institutional Banking, and Private Banking. ANZ is one of the 5 largest listed companies and top 4 banks in the Australia.",https://www.instahyre.com/job-304011-data-engineering-at-anz-bank-bangalore/
2024-Feb-27,AuthMind - Senior Backend Engineer,Chennai,Founded in 2020 , 10 - 50 employees,"Python, Golang, Ruby","AuthMind is an identity SecOps platform facilitating real-time threat detection and posture management addressing complex integrated application landscapes, infrastructure security gaps, and misconfigurations.",https://www.instahyre.com/job-304098-senior-backend-engineer-at-authmind-pune/
2024-Feb-27,Bizongo - Software Development Engineer in Test,,Founded in 2014 , 200 - 500 employees,"Python, Automation Testing, SDET, Java, Selenium",Bizongo is a B2B marketplace for packaging supplies providing a unified end-to-end solution for businesses. Provides a platform for Indian businesses to sell industrial products and other goods in bulk quantities.,https://www.instahyre.com/job-304040-software-development-engineer-in-test-at-bizongo-bangalore/
2024-Feb-27,CData Software - Technical Data Architect,Bangalore,Founded in 2014 , 200 - 500 employees,"Python, ETL, AWS, Data Modelling","CData is a software firm offering data access and connectivity solutions to enterprises, by enhancing analytics, cloud adoption, and operational efficiency through real-time access to apps, databases, and Web APIs.",https://www.instahyre.com/job-304069-technical-data-architect-at-cdata-software-bangalore/
2024-Feb-27,Crunchyroll - Software Engineer,,Founded in 2006 , More than 1000 employees,"Python, Node.js, Google Cloud, MongoDB, Data Structures","Crunchyroll is a subscription-based anime and manga streaming platform with access to 1,000+ titles and 30,000 episodes of anime across 15 platforms including various gaming consoles, operating 12 offices globally.",https://www.instahyre.com/job-304020-software-engineer-at-crunchyroll-hyderabad/
2024-Feb-27,Crunchyroll - Staff Software Engineer,Pune,Founded in 2006 , More than 1000 employees,"Python, Google Cloud, Node.js, Docker, MongoDB","Crunchyroll is a subscription-based anime and manga streaming platform with access to 1,000+ titles and 30,000 episodes of anime across 15 platforms including various gaming consoles, operating 12 offices globally.",https://www.instahyre.com/job-304019-staff-software-engineer-at-crunchyroll-hyderabad/
2024-Feb-27,Easebuzz - Engineering Manager,,Founded in 2014 , 50 - 200 employees,"Python, Django, MySQL, PostgreSQL, AWS",Easebuzz is a fintech firm that aims to help B2B organizations and growing startups in digitizing their payments through its smart APIs and range of financial solutions through its SaaS platform.,https://www.instahyre.com/job-304083-engineering-manager-at-easebuzz-pune/
2024-Feb-27,Eli Lilly - Full Stack Developer,Bangalore,Founded in 1876 , More than 1000 employees,"Python, AWS, React.js, Flask","Lilly is a global healthcare company that develops and delivers trusted medicines and diagnostics in the areas of bone muscle joint, cancer, cardiovascular, diabetes etc while having its reach across 125 countries.",https://www.instahyre.com/job-303992-full-stack-developer-at-eli-lilly-bangalore/
2024-Feb-27,Eucloid Data Solutions - Senior Data Analyst,,Founded in 2020 , 10 - 50 employees,"Python, Microsoft Excel, SQL, Tableau","Eucloid is a fast-growing AI-consulting firm that offers a bespoke, full-stack, and data-driven approach to solving complex and large-scale business problems using advanced data analytics, ML, and data engineering.",https://www.instahyre.com/job-304120-senior-data-analyst-at-eucloid-data-solutions-gurgaon/
2024-Feb-27,Hopscotch - Data Engineer,Bangalore,Founded in 2012 , 200 - 500 employees,"Python, Amazon Redshift, AWS, ETL","Hopscotch is a fashion apparel organization that provides services related to Kid's wear, Infant wear, Kids Fashion, Kids Products, School Supplies, etc.",https://www.instahyre.com/job-304076-data-engineer-at-hopscotch-bangalore/
2024-Feb-27,JP Morgan - Lead ML Engineer,,Founded in 1900 , More than 1000 employees,"Python, Computer Vision, Data Mining, Java, Machine Learning","JP Morgan is one of the world's largest banks. It is a major financial services provider and world's sixth largest public company, working in investment banking, wealth management, treasury services and more.",https://www.instahyre.com/job-304016-lead-ml-engineer-at-jp-morgan-2-bangalore/
2024-Feb-27,Kenvue - Lead Data Engineer,Hyderabad,Founded in 2022 , More than 1000 employees,"Python, ETL, Azure","Kenvue is a healthcare company and a subsidiary of Johnson & Johnson, it operates popular brands like Aveeno, Band-Aid, Benadryl, Johnson's Baby, Listerine, Mylanta, Neutrogena, Tylenol, and Visine.",https://www.instahyre.com/job-304052-lead-data-engineer-at-kenvue-hyderabad/
2024-Feb-27,LightBeam.ai - Backend Developer Lead,,Founded in 2023 , 10 - 50 employees,"Python, ETL, Microservices, MongoDB, Kafka","LightBeam is a technology company, leveraging AI/ML to develop solutions in the data security and privacy automation domain to empower organizations to manage, access and share their sensitive data securely.",https://www.instahyre.com/job-304102-backend-developer-lead-at-lightbeam-work-from-home/
2024-Feb-27,LightBeam.ai - QA Engineer,Hyderabad,Founded in 2023 , 10 - 50 employees,"Python, Selenium, API Testing, Distributed Systems, +1","LightBeam is a technology company, leveraging AI/ML to develop solutions in the data security and privacy automation domain to empower organizations to manage, access and share their sensitive data securely.",https://www.instahyre.com/job-304106-qa-engineer-at-lightbeam-work-from-home/
2024-Feb-27,Navi Technologies - Data Scientist - 2,,Founded in 2019 , 50 - 200 employees,"Python, Computer Vision, Machine Learning, PyTorch, +2","Navi Technologies is building a consumer-centric and technology-driven business to make financial services simple and accessible for everyone by offering a range of loans, insurance, and more.",https://www.instahyre.com/job-304036-data-scientist-2-at-navi-technologies-bangalore/
2024-Feb-27,Out of the Blue - Data Engineer,Pune,Founded in 2020 , 0 - 10 employees,"Python, SQL",Out of the Blue is an AI-driven business intelligence platform that provides actionable insights to organizations by identifying data patterns and consumer behavior changes that affects KPIs.,https://www.instahyre.com/job-304104-data-engineer-at-out-of-the-blue-bangalore/
2024-Feb-27,Zenatix - Software Lead - IoT,,Founded in 2013 , 50 - 200 employees,"Python, C, Django, Flask","Zenatix has created WattMan, which connects a retail outlet's/bank branch's critical equipment over the Internet using its full stack IoT solution, and automates the control and monitoring of such equipment.",https://www.instahyre.com/job-303998-software-lead-iot-at-zenatix-gurgaon/
2024-Feb-27,AccuKnox - Senior Software Engineer,Work From Home,Founded in 2020 , 50 - 200 employees,"Python, Django","AccuKnox helps businesses by simplifying the process of securing workloads against software supply chain issues, vulnerabilities, and malicious adversaries to monitor and protect networks, apps, and data.",https://www.instahyre.com/job-303934-senior-software-engineer-at-accuknox-work-from-home/
2024-Feb-27,Attentive.ai - Lead Computer Vision Engineer,,Founded in 2017 , 50 - 200 employees,"Python, Computer Vision, Machine Learning, NLP, OpenCV, +2","Attentive is an AI-based SaaS company founded by IIT alumni that develops platforms to automate property measurements, estimations, bidding, and similar activities for various outdoor service businesses.",https://www.instahyre.com/job-303925-lead-computer-vision-engineer-at-attentive-noida/
2024-Feb-27,Attentive.ai - Software Testing Engineer,Noida,Founded in 2017 , 50 - 200 employees,"Python, Automation Testing, Mobile Apps Testing, +8","Attentive is an AI-based SaaS company founded by IIT alumni that develops platforms to automate property measurements, estimations, bidding, and similar activities for various outdoor service businesses.",https://www.instahyre.com/job-303930-software-testing-engineer-at-attentive-noida/
2024-Feb-27,Crest Data Systems - Python Developer,,Founded in 2013 , More than 1000 employees,"Python, Big Data, Golang, Java, Django, Flask","Crest Data is a technology and product engineering company that provides custom solutions in the areas of data analytics, cyber security, ITOps, AIOps, DevOps, and cloud computing to enterprises and start-ups.",https://www.instahyre.com/job-303899-python-developer-at-crest-data-systems-ahmedabad-pune/
2024-Feb-27,Eli Lilly - Full Stack Developer,Noida,Founded in 1876 , More than 1000 employees,"Python, AWS, Angular, Flask, JavaScript, React.js","Lilly is a global healthcare company that develops and delivers trusted medicines and diagnostics in the areas of bone muscle joint, cancer, cardiovascular, diabetes etc while having its reach across 125 countries.",https://www.instahyre.com/job-303991-full-stack-developer-at-eli-lilly-bangalore/
2024-Feb-27,Evernorth Health Services - Software Engineering Senior Advisor,,Founded in 1993 , More than 1000 employees,"Python, UiPath, Robotic Process Automation, Blue Prism, Pega","Evernorth is a pharmacy benefit management and specialty managed care company delivering premier health services including benefits management, pharmacy, care solutions, insights, and more for organizations.",https://www.instahyre.com/job-303920-software-engineering-senior-advisor-at-evernorth-health-services-hyderabad/
2024-Feb-27,Fynarfin - Technical Data Architect,"Ahmedabad, Pune",Founded in 2023 , 0 - 10 employees,"Python, ETL, AWS, Informatica","Fynarfin is a fintech firm with a suite of products like alternative SME lending, personalized lines of credit, and full integration with India stack enabling retailers to get the benefits of financial inclusion.",https://www.instahyre.com/job-303978-technical-data-architect-at-fynarfin-bangalore/
2024-Feb-27,GeoIQ - Lead Data Scientist,,Founded in 2018 , 10 - 50 employees,"Python, Machine Learning","GeoIQ empowers business analysts to data scientists, to turn location data into business outcomes. Its platform and APIs offer insights on where things happen, why they happen and helps predict what will happen.",https://www.instahyre.com/job-303884-lead-data-scientist-at-geoiq-bangalore/
2024-Feb-27,LOBB Logistics - Backend Engineer,Bangalore,Founded in 2015 , 50 - 200 employees,"Python, Django, Microservices, Amazon API Gateway, AWS Lambda","LOBB is a digital freight brokerage platform offering long-haul logistic services with analysis of freight rates, return loads, periodic reports, etc. for transporters and truck owners in better business execution.",https://www.instahyre.com/job-303909-backend-engineer-at-lobb-logistics-bangalore/
2024-Feb-27,Microsoft Bing - Automation Tester,,Founded in 2009 , 200 - 500 employees,"Python, Appium, Java, Mobile Apps Testing, iOS","Bing is a web search engine owned and operated by Microsoft that is designed to provide a variety of search services, including web, video, image, and map search products, and to make more informed decisions.",https://www.instahyre.com/job-303936-automation-tester-at-microsoft-bing-chennai/
2024-Feb-27,Nference Labs - Software Engineer - Backend,Hyderabad,Founded in 2015 , 10 - 50 employees,"Python, C++, Java, Django, Flask","nference has created nferX, an AI software platform that has the ability to generate data driven hypotheses rapidly in field of healthcare. It converts unstructured data to structured & provides actionable insights",https://www.instahyre.com/job-303874-software-engineer-backend-at-nference-labs-bangalore/
2024-Feb-27,Probo - Backend Engineer,,Founded in 2019 , 50 - 200 employees,"Python, Java, Node.js, Golang, Data Structures","Probo is a future event-based opinion trading platform that allows users to select a fact-based event, predict simple yes or no based outcomes, and earn on every correct guess. Founded by IIM alumni.",https://www.instahyre.com/job-303962-backend-engineer-at-probo-delhi/
2024-Feb-27,Q2 - Lead Quality Engineer,Bangalore,Founded in 2003 , More than 1000 employees,"Python, Automation Testing, Manual Testing, SDET, Selenium","Q2 is a US-based financial experience company that provides digital banking and end-to-end lending solutions to banks, credit unions, alternative finance, and fintech companies across the globe.",https://www.instahyre.com/job-303949-lead-quality-engineer-at-q2-bangalore/
2024-Feb-27,QuillBot - Senior Full Stack Engineer - Prototyping Team,,Founded in 2017 , 200 - 500 employees,"Python, JavaScript, Flask, Node.js, React.js","QuillBot is an AI-driven paraphrasing tool that enables to reword any writing for school essays, creative storytelling in any language, tone, and style. It also provides summarizing tool and grammar checker.",https://www.instahyre.com/job-303957-senior-full-stack-engineer-prototyping-team-at-quillbot-work-from-home/
2024-Feb-27,Recro - Data Engineer,Bangalore,Founded in 2014 , 200 - 500 employees,"Python, Azure Data Factory, Azure Data Lake, Java, SQL",Recro is a developer-focused platform bridging the gap between talent and opportunity by seamlessly matching individual expertise with the right opportunities in high-growth organizations.,https://www.instahyre.com/job-303879-data-engineer-at-recro-2-bangalore/
2024-Feb-27,ShareChat - Staff ML Engineer,,Founded in 2015 , 500 - 1000 employees,"Python, Machine Learning","ShareChat is a social networking and regional content platform for India. It enables users to share content in their own language, follow local celebrities, and interact with content related to news, etc.",https://www.instahyre.com/job-303881-staff-ml-engineer-at-sharechat-bangalore/
2024-Feb-27,"Synechron - QA, Automation Testing",Bangalore,Founded in 2001 , More than 1000 employees,"Python, Automation Testing, Big Data, JMeter, Java, +3","Synechron, formed in 2001, provides various services and solutions to the various sectors in the field of Digital, Business Consulting, Technology and Systems Integration. They have operations in 18 countries.",https://www.instahyre.com/job-303984-qa-automation-testing-at-synechron-gurgaon/
2024-Feb-27,TechnoGen - AI and ML Trainer (Internship),,Founded in 2003 , 200 - 500 employees,"Python, Machine Learning, PyTorch, Robotics, Graphic Design","TechnoGen is a global IT services and consulting company offering end-to-end IT services and solutions for digital transformation to the public and private sectors across healthcare, hospitality, BFSI, and ed-tech.",https://www.instahyre.com/job-303958-ai-and-ml-trainer-internship-at-technogen-hyderabad/
2024-Feb-27,TimelyAI - Quality Assurance Specialist,Chennai,Founded in 2021 , 10 - 50 employees,"Python, Automation Testing, API Testing, Node.js, Manual Testing","TimelyAI is an appointment scheduling platform that helps professionals to book and organize work schedules via Whatsapp, integrate multiple calendars, receive bookings and schedule meetings using a single link.",https://www.instahyre.com/job-303981-quality-assurance-specialist-at-timelyai-bangalore/
2024-Feb-27,Walmart Global Tech India - Senior Software Engineer,,Founded in 1962 , More than 1000 employees,"Python, Computer Vision, Data Mining, Machine Learning, NLP",Walmart is the world's largest company by revenue - approx $480 billion according to the Fortune Global 500 list in 2016 Walmart Labs is the technology arm of Walmart with a major development center in Bangalore.,https://www.instahyre.com/job-303932-senior-software-engineer-at-walmart-global-tech-india-bangalore/
