Date,Name,locations,Founded,Employees,Skill,About,Link
2024-Feb-27,AnalyticsFox - Data Insights Analyst,,Founded in 2015 , 10 - 50 employees,"Python, SQL, Statistical Modelling, Power BI, Tableau","AnalyticsFox is a software development outsourcing company that offers end-to-end services for product engineering, design thinking, technology consulting, digital transformation, and agile methodology.",https://www.instahyre.com/job-303332-data-insights-analyst-at-analyticsfox-hyderabad/
2024-Feb-27,Branch International - Backend Engineer (SDE3),Hyderabad,Founded in 2015 , 50 - 200 employees,"Python, Java, Data Structures, Golang, Ruby on Rails",Branch delivers world-class financial services to the mobile generation applying machine to create an algorithmic approach to determine credit worthiness via customers' smartphones.,https://www.instahyre.com/job-303363-backend-engineer-sde3-at-branch-international-work-from-home/
2024-Feb-27,Branch International - Data Engineer (SDE3),,Founded in 2015 , 50 - 200 employees,"Python, Data Structures, Kafka, ETL, Algorithms",Branch delivers world-class financial services to the mobile generation applying machine to create an algorithmic approach to determine credit worthiness via customers' smartphones.,https://www.instahyre.com/job-303326-data-engineer-sde3-at-branch-international-work-from-home/
2024-Feb-27,Branch International - ML Engineer,Work From Home,Founded in 2015 , 50 - 200 employees,"Python, Machine Learning, SQL, Data Modelling, Data Mining",Branch delivers world-class financial services to the mobile generation applying machine to create an algorithmic approach to determine credit worthiness via customers' smartphones.,https://www.instahyre.com/job-303336-ml-engineer-at-branch-international-work-from-home/
2024-Feb-27,Chatterjee Group - Senior DevOps Engineer,,Founded in 2023 , 200 - 500 employees,"Python, DevOps, Kubernetes, AWS, +1","TCG is a property tech company using immersive reality, AI, and consumer tech to simplify the lives of individuals intending to rent, buy, or co-live with all amenities for a happy and seamless living experience.",https://www.instahyre.com/job-303357-senior-devops-engineer-at-chatterjee-group-mumbai/
2024-Feb-27,DCS Plus - Senior PHP Developer,Work From Home,Founded in 2002 , 50 - 200 employees,"Python, .NET, Node.js, PHP, CodeIgniter, Laravel, Magento","DCS Plus is a technology company and consultancy proficient in designing and developing business-critical enterprise solutions, tailored to address the complex needs of the travel and tourism industry.",https://www.instahyre.com/job-303360-senior-php-developer-at-dcs-plus-gurgaon/
2024-Feb-27,Dozee - Sr. Quality Engineer,,Founded in 2015 , 50 - 200 employees,"Python, Automation Testing, Manual Testing, SDET, Selenium","Dozee is a consumer electronics company that provides services related to a contactless health monitor to track heart, respiration and sleep patterns, specializing in AI, deep tech, etc.",https://www.instahyre.com/job-303285-sr-quality-engineer-at-dozee-bangalore/
2024-Feb-27,Flocco - Backend Developer - Node.js,Work From Home,Founded in 2021 , 10 - 50 employees,"Python, C++, Java, Node.js","Flocco is a SaaS e-Grocery platform supporting local retailers in transitioning online through inventory management, compliance adherence, and business administration, currently serving 5 areas in Bengaluru.",https://www.instahyre.com/job-303294-backend-developer-nodejs-at-flocco-bangalore/
2024-Feb-27,Instabase - Software Engineer - ML,,Founded in 2015 , 200 - 500 employees,"Python, Computer Vision, Machine Learning, NLP, +1","Founded in the US, Instabase is an operating system that uses the web browser as the user interface. It's mission is to advance the state of the art by building tools that help people solve important problems.",https://www.instahyre.com/job-303265-software-engineer-ml-at-instabase-bangalore-work-from-home/
2024-Feb-27,Kotak Mahindra Bank - SDET1,Mumbai,Founded in 1985 , More than 1000 employees,"Python, Java, Appium, Mobile Apps Testing, Automation Testing","Kotak Mahindra is a financial services conglomerate that offers banking products and solutions for commercial banking, stock broking, mutual funds, life insurance, and investment banking.",https://www.instahyre.com/job-303286-sdet1-at-kotak-mahindra-bank-bangalore/
2024-Feb-27,Kuvera - Tech Lead (Backend),,Founded in 2016 , 10 - 50 employees,"Python, Golang, Ruby on Rails, Java",Kuvera is a mutual funds investment platform that provides users with various options to invest in & shows the portfolio all in one place. They also have experts advising on management & investment of money.,https://www.instahyre.com/job-303279-tech-lead-backend-at-kuvera-bangalore/
2024-Feb-27,Nference Labs - Software Engineer,Gurgaon,Founded in 2015 , 10 - 50 employees,"Python, Django, Flask","nference has created nferX, an AI software platform that has the ability to generate data driven hypotheses rapidly in field of healthcare. It converts unstructured data to structured & provides actionable insights",https://www.instahyre.com/job-303376-software-engineer-at-nference-labs-coimbatore/
2024-Feb-27,Phamax - Principle Software Engineer,,Founded in 2011 , 10 - 50 employees,"Python, React.js, Chatbots, Angular, AWS","Phamax is a specialized healthcare research, consulting, and technology firm that supports healthcare firms in commercial, scientific, and digital analytics and offers business strategy and planning solutions.",https://www.instahyre.com/job-303346-principle-software-engineer-at-phamax-bangalore/
2024-Feb-27,PocketFM - SDE3,Bangalore,Founded in 2018 , 500 - 1000 employees,"Python, Java, Data Structures, Algorithms, AWS","PocketFM is a social vernacular audio app close to 100,000 installs. They are building a radio platform where anyone can share audio to share stories & knowledge. It works like an FM, where anyone can be the host.",https://www.instahyre.com/job-303335-sde3-at-pocketfm-work-from-home/
2024-Feb-27,PocketFM - Software Engineer 2,,Founded in 2018 , 500 - 1000 employees,"Python, Java, Data Structures, Algorithms, AWS","PocketFM is a social vernacular audio app close to 100,000 installs. They are building a radio platform where anyone can share audio to share stories & knowledge. It works like an FM, where anyone can be the host.",https://www.instahyre.com/job-303333-software-engineer-2-at-pocketfm-work-from-home/
2024-Feb-27,Quince - Business Analyst,Bangalore,Founded in 2018 , 50 - 200 employees,"Python, Power BI, SQL, Tableau","Last Brand is a Retail startup that offers luxury essentials to customers at affordable prices. It has specialities in eCommerce, Apparel, Accessories, Home-goods, Luxury and Value.",https://www.instahyre.com/job-303361-business-analyst-at-quince-bangalore/
2024-Feb-27,RevGain - Backend Developer,,Founded in 2023 , 0 - 10 employees,"Python, Node.js, Express.js","RevGain is a SaaS startup using AI to collate data from various systems within all phases of a customer lifecycle, providing best actions to improve customer satisfaction and increase revenue for the organization.",https://www.instahyre.com/job-303351-backend-developer-at-revgain-hyderabad/
2024-Feb-27,SigTech - Full Stack Engineer (Backend),"Bangalore, Work From Home",Founded in 2019 , 50 - 200 employees,"Python, Flask, React.js, OpenCV, Rasa","SigTech specializes in offering a future-proof quant trading platform to global investment managers that validates financial data and provides the tools to research, build, and deploy customized strategies.",https://www.instahyre.com/job-303300-full-stack-engineer-backend-at-sigtech-bangalore/
2024-Feb-27,The Sporting News - Software Developer,,Founded in 1886 , 50 - 200 employees,"Python, Incident Management, JavaScript, Java, Quality Assurance","The Sporting News is an iconic sports brand and a global publisher of NBA, cricket, tennis, baseball, boxing, and football news, editorials, and interviews worldwide along with various localized editions.",https://www.instahyre.com/job-303251-software-developer-at-the-sporting-news-mumbai/
2024-Feb-27,Accolite Digital - Python Developer (R),Bangalore,Founded in 2000 , More than 1000 employees,"Python, R, NumPy, pandas, Django","Accolite Digital provides cloud and digital product engineering services to help clients overcome digital challenges and achieve their goals. It caters to the banks, technology, healthcare, and media sectors.",https://www.instahyre.com/job-303182-python-developer-r-at-accolite-digital-bangalore/
2024-Feb-27,Bhanzu - Technical Data Analyst,,Founded in 2020 , 50 - 200 employees,"Python, Microsoft Excel, SQL",Bhanzu is a math-learning platform that uses personalized AI-aided methodology to nurture cognitive abilities and build core math acumen to help students become quicker and better at math.,https://www.instahyre.com/job-303220-technical-data-analyst-at-bhanzu-bangalore/
2024-Feb-27,Bristol Myers Squibb - Data Engineer I - Commercialization Rapid Data Lab,Bangalore,Founded in 1887 , More than 1000 employees,"Python, Tableau, SQL",Bristol Myers Squibb is a global biopharmaceutical company committed to creating innovative medicines for millions of patients around the world fighting serious diseases in various therapeutic areas.,https://www.instahyre.com/job-303172-data-engineer-i-commercialization-rapid-data-lab-at-bristol-myers-squibb-hyderabad/
2024-Feb-27,Dibber - Software Engineer,,Founded in 2003 , More than 1000 employees,"Python, Java, C",Dibber is an early childhood education group that develops and runs over 500 ECD (Early Childhood Development) centers and schools in 10 countries to provide the foundations of development to several children.,https://www.instahyre.com/job-303187-software-engineer-at-dibber-bangalore/
2024-Feb-27,DriveX - Python Developer,Hyderabad,Founded in 2020 , 50 - 200 employees,"Python, Django","DriveX is a vehicle subscription platform that helps in buying or renting two-wheelers with quality checks, hassle-free documentation, and providing necessary details like car models, dates, tariffs, and reviews.",https://www.instahyre.com/job-303177-python-developer-at-drivex-bangalore/
2024-Feb-27,Fiddler AI - Software Engineer,,Founded in 2018 , 10 - 50 employees,Python,"Fiddler AI is a developer of an ML model performance management platform that empowers data science and AI/ML teams to analyze, validate, monitor, manage, and explain their AI solutions and accelerate AI adoption.",https://www.instahyre.com/job-303135-software-engineer-at-fiddler-ai-bangalore/
2024-Feb-27,goGlocal - Sr. Backend Engineer,Bangalore,Founded in 2021 , 10 - 50 employees,"Python, Golang, JavaScript, Django, Vue.js",goGlocal is a global eCommerce exports start-up that is disrupting how brands sell internationally by offering international sales channels and exporting solutions to help brands and sellers reach new customers.,https://www.instahyre.com/job-303126-sr-backend-engineer-at-goglocal-bangalore-mumbai/
2024-Feb-27,HighLevel - Senior Development Engineer - III,,Founded in 2018 , 500 - 1000 employees,"Python, Golang, Java, JavaScript, PHP, Angular, +6","HighLevel is a SaaS-based B2B marketing platform that empowers marketing agencies with various automated tools across marketing, revenue, lead generation, and communication spaces.",https://www.instahyre.com/job-303191-senior-development-engineer-iii-at-highlevel-work-from-home/
2024-Feb-27,Incedo - QA Manager,Bangalore,Founded in 2011 , More than 1000 employees,"Python, Quality Assurance, ETL","Incedo is a Bay Area headquartered, consulting, analytics and technology services firm. Works with clients in Financial Services, Life Science and Communication Engineering sectors on their IT, digital and analytics needs.",https://www.instahyre.com/job-303146-qa-manager-at-incedo-delhi/
2024-Feb-27,Intellect Design Arena - Data Scientist,,Founded in 2014 , More than 1000 employees,"Python, NLP, Machine Learning, Data Structures","Intellect Design Arena is a product-based financial technology company that offers products and solutions catering to the needs of retail and corporate banking, central banking, insurance, e-governance, etc.",https://www.instahyre.com/job-303141-data-scientist-at-intellect-design-arena-work-from-home/
2024-Feb-27,Kapiva - Data Engineer,Bangalore,Founded in 2016 , 50 - 200 employees,"Python, Google Cloud, Java, ETL",Kapiva is a modern Ayurvedic nutrition brand that produces and markets a range of Ayurvedic-based health-focused products and supplements through its 150+ retail outlets and online channels.,https://www.instahyre.com/job-303248-data-engineer-at-kapiva-bangalore/
2024-Feb-27,Kenvue - Software Developer,,Founded in 2022 , More than 1000 employees,"Python, DevOps, AWS, React.js, JavaScript","Kenvue is a healthcare company and a subsidiary of Johnson & Johnson, it operates popular brands like Aveeno, Band-Aid, Benadryl, Johnson's Baby, Listerine, Mylanta, Neutrogena, Tylenol, and Visine.",https://www.instahyre.com/job-303149-software-developer-at-kenvue-bangalore/
2024-Feb-27,Quantum - Backend Developer,"Bangalore, Mumbai",Founded in 1995 , 500 - 1000 employees,"Python, Java, Microservices, Node.js, Scratch","Quantum is a data storage and management company based in California that provides secure, end-to-end solutions to manage and preserve unstructured data and video and easily extract insights from it.",https://www.instahyre.com/job-303112-backend-developer-at-quantum-pune/
2024-Feb-27,Recro - Data Architect,,Founded in 2014 , 200 - 500 employees,"Python, ETL, Big Data, Data Modelling, AWS",Recro is a developer-focused platform bridging the gap between talent and opportunity by seamlessly matching individual expertise with the right opportunities in high-growth organizations.,https://www.instahyre.com/job-303216-data-architect-at-recro-2-bangalore/
2024-Feb-27,ShareChat - SDE - 2,Work From Home,Founded in 2015 , 500 - 1000 employees,"Python, Golang, Scala","ShareChat is a social networking and regional content platform for India. It enables users to share content in their own language, follow local celebrities, and interact with content related to news, etc.",https://www.instahyre.com/job-303083-sde-2-at-sharechat-bangalore/
2024-Feb-27,ShareChat - SDE - 3,,Founded in 2015 , 500 - 1000 employees,"Python, C, C++, Golang, Java, Node.js, Scala","ShareChat is a social networking and regional content platform for India. It enables users to share content in their own language, follow local celebrities, and interact with content related to news, etc.",https://www.instahyre.com/job-303085-sde-3-at-sharechat-bangalore/
2024-Feb-27,Swish - SD II - Backend,Delhi,Founded in 2012 , 50 - 200 employees,"Python, Django, React.js","Swish is Sweden's go-to payment application and offers a wide range of mobile payment, invoicing, payouts, and similar solutions to 8 million individuals and 30,000 + businesses across the country.",https://www.instahyre.com/job-303219-sd-ii-backend-at-swish-bangalore/
2024-Feb-27,Uber - Software Engineer II - Fullstack,,Founded in 2009 , More than 1000 employees,"Python, Golang, Java, JavaScript, Angular, jQuery, +3","Uber offers an online-ride hailing and on-demand service platform. The platform enables users to book various services like taxi-hailing, food-delivery, freight solutions, and more.",https://www.instahyre.com/job-303232-software-engineer-ii-fullstack-at-uber-bangalore/
2024-Feb-27,Voereir AB - Member of Technical Staff,Work From Home,Founded in 2015 , 10 - 50 employees,"Python, Data Structures, Algorithms, MongoDB, Linux","Voereir offers cloud infrastructure solutions. The company offers a tool suite to manage cloud infrastructure. Headquartered in Sweden with an office in India, the founders are from Ericsson.",https://www.instahyre.com/job-303225-member-of-technical-staff-at-voereir-ab-noida/
2024-Feb-27,WeWork - DevOps Engineer,,Founded in 2010 , More than 1000 employees,"Python, DevOps, Kubernetes, Docker, AWS","WeWork is an American company that provides shared workspaces, technology startup subculture communities, and services for entrepreneurs, freelancers, startups, small businesses and large enterprises.",https://www.instahyre.com/job-303160-devops-engineer-at-wework-bangalore/
2024-Feb-27,Amazon Ads - MLOps Engineer II,Bangalore,Founded in 2010 , More than 1000 employees,"Python, Java, Machine Learning, PyTorch, TensorFlow","Amazon Ads helps brands of all sizes design ad experiences and craft relevant campaigns to delight customers around the world both on and off Amazon properties, currently catering to a 300+ million user base.",https://www.instahyre.com/job-302969-mlops-engineer-ii-at-amazon-ads-bangalore/
2024-Feb-27,BitGo - Staff Backend Engineer,,Founded in 2013 , 50 - 200 employees,"Python, Golang, Node.js, Django, Express.js, Flask","BitGo is an institutional digital asset and crypto platform with liquidity, custody, wallet, exchange, and security services, processing 20% of all global Bitcoin transactions and supports 250+ coins and tokens.",https://www.instahyre.com/job-303035-staff-backend-engineer-at-bitgo-bangalore/
2024-Feb-27,Foundation AI - Senior Software Engineer,Bangalore,Founded in 2018 , 10 - 50 employees,"Python, Django, Flask",Foundation AI is an IT service and consulting organization that helps legal and insurance business industries to automate their operations by providing various technology-enabled solutions and products.,https://www.instahyre.com/job-303077-senior-software-engineer-at-foundation-ai-hyderabad/
2024-Feb-27,imagine.io - Generative AI Developer,,Founded in 2016 , 50 - 200 employees,"Python, Computer Vision, Machine Learning, MATLAB, +2",imagine.io is an image production platform that uses rapid prototyping and image production technology for home furnishings and the furniture industry thus simplifying the creation of 3D products images.,https://www.instahyre.com/job-303009-generative-ai-developer-at-imagine-delhi-work-from-home/
2024-Feb-27,imagine.io - Python and Django - Lead Developer,Hyderabad,Founded in 2016 , 50 - 200 employees,"Python, Django",imagine.io is an image production platform that uses rapid prototyping and image production technology for home furnishings and the furniture industry thus simplifying the creation of 3D products images.,https://www.instahyre.com/job-303016-python-and-django-lead-developer-at-imagine-delhi-work-from-home/
2024-Feb-27,Innominds - Flink / Pulsar - Data Engineer,,Founded in 1998 , More than 1000 employees,"Python, Big Data, Java, Flink, Pulsar","Innominds is a product engineering company helping clients in UX/UI designing, building and managing digital products/apps, IoT Integrations, Data Analytics, Security Management, Cloud design and ops, etc.",https://www.instahyre.com/job-303072-flink-pulsar-data-engineer-at-innominds-bangalore-hyderabad-pune/
2024-Feb-27,Jar - Business Analyst,"Delhi, Work From Home",Founded in 2020 , 50 - 200 employees,"Python, Microsoft Excel, Power BI, R, SQL, Tableau","Jar is a micro wealth management platform and a financial advisor to the young population helping them rediscover savings. It is a reliable planner for micro-savings, financial literacy, and micro-investments.",https://www.instahyre.com/job-303044-business-analyst-at-jar-bangalore/
2024-Feb-27,Logward - SDET - Data Engineering,,Founded in 2018 , 10 - 50 employees,"Python, Automation Testing, SDET","Logward provides an intuitive platform to ship cargo around the world specializing in business intelligence, rate and allocation management, software solutions for supply chain coordinations.",https://www.instahyre.com/job-303048-sdet-data-engineering-at-logward-bangalore/
2024-Feb-27,Meesho - Software Development Engineer - I - Backend,"Delhi, Work From Home",Founded in 2015 , 500 - 1000 employees,"Python, C, C++, Golang, Java","Meesho is a mobile store builder which allows merchants to create online store and share products on multiple social media platforms. Founding team from Inmobi, Sony and IIT Delhi.",https://www.instahyre.com/job-302961-software-development-engineer-i-backend-at-meesho-bangalore/
2024-Feb-27,NStarX - Automation Python Tester,,Founded in 2014 , 50 - 200 employees,"Python, Automation Testing, Selenium, Machine Learning, Git","NStarX is a global IT solutions company that specializes in the development of cloud platforms, and mobile and e-commerce platforms to help startups and SMBs build cutting-edge SaaS products for the global market.",https://www.instahyre.com/job-303062-automation-python-tester-at-nstarx-hyderabad/
2024-Feb-27,nVent - Software Architect,"Bangalore, Hyderabad, Pune",Founded in 2018 , More than 1000 employees,"Python, Architecture, Java, React.js, JavaScript","nVent is a global leader in enclosures, electric heat-tracing, complete heat-management systems, and electrical and fastening solutions, it's a $2.5 billion company that operates at 120 global locations.",https://www.instahyre.com/job-303029-software-architect-at-nvent-mumbai/
2024-Feb-27,OnlineSales.ai - SDE,,Founded in 2016 , 50 - 200 employees,"Python, Java, Node.js, AWS","OnlineSales.ai leverages big data analytics to deliver marketing experience & automation to eCommerce companies. It provides user acquisition, engagement, analytics & monetization on a single platform.",https://www.instahyre.com/job-303058-sde-at-onlinesales-pune/
2024-Feb-27,OnlineSales.ai - Software Design Engineer,Bangalore,Founded in 2016 , 50 - 200 employees,"Python, Java, Node.js, Data Structures, Algorithms","OnlineSales.ai leverages big data analytics to deliver marketing experience & automation to eCommerce companies. It provides user acquisition, engagement, analytics & monetization on a single platform.",https://www.instahyre.com/job-303060-software-design-engineer-at-onlinesales-pune/
2024-Feb-27,OnlineSales.ai - Software Development Engineer,,Founded in 2016 , 50 - 200 employees,"Python, Java, Node.js, AWS, Microservices","OnlineSales.ai leverages big data analytics to deliver marketing experience & automation to eCommerce companies. It provides user acquisition, engagement, analytics & monetization on a single platform.",https://www.instahyre.com/job-303061-software-development-engineer-at-onlinesales-pune/
2024-Feb-27,OnlineSales.ai - Software Engineer,Bangalore,Founded in 2016 , 50 - 200 employees,"Python, Java, Data Structures, Node.js, JavaScript","OnlineSales.ai leverages big data analytics to deliver marketing experience & automation to eCommerce companies. It provides user acquisition, engagement, analytics & monetization on a single platform.",https://www.instahyre.com/job-302955-software-engineer-at-onlinesales-pune/
2024-Feb-27,OnlineSales.ai - Sofware Development Engineer,,Founded in 2016 , 50 - 200 employees,"Python, Java, Node.js, JavaScript, Data Structures","OnlineSales.ai leverages big data analytics to deliver marketing experience & automation to eCommerce companies. It provides user acquisition, engagement, analytics & monetization on a single platform.",https://www.instahyre.com/job-303054-sofware-development-engineer-at-onlinesales-pune/
2024-Feb-27,Porter - Lead Business Analyst,Bangalore,Founded in 2014 , 500 - 1000 employees,"Python, SQL, Business Analysis","Porter, an online logistics marketplace, has raised US $5.5 Mn in series A funding from Sequoia, Kae and other investors. It aims to disrupt and organize the $6 Bn mini truck transportation market in India.",https://www.instahyre.com/job-303065-lead-business-analyst-at-porter-bangalore/
2024-Feb-27,Synechron - Python Developer,,Founded in 2001 , More than 1000 employees,"Python, Django, Flask","Synechron, formed in 2001, provides various services and solutions to the various sectors in the field of Digital, Business Consulting, Technology and Systems Integration. They have operations in 18 countries.",https://www.instahyre.com/job-303043-python-developer-at-synechron-mumbai/
2024-Feb-27,Tekion - Machine Learning Engineer,Hyderabad,Founded in 2016 , More than 1000 employees,"Python, Java, Kafka, Machine Learning, NLP, PyTorch, Spark",Tekion is building a cloud platform to transform the automotive retail industry. Their technology empowers automotive retail to deliver uncompromised and unparalleled customer experiences.,https://www.instahyre.com/job-303037-machine-learning-engineer-at-tekion-bangalore/
2024-Feb-27,Two Point One - Software Developer,,Founded in 2017 , 10 - 50 employees,"Python, Django, Flask","Two Point One is an agency that helps brands design and build the future of digital while specializing in growth acceleration, and value creation for several industry verticals like entertainment, travel, food etc.",https://www.instahyre.com/job-303049-software-developer-at-two-point-one-work-from-home/
